Form ID	Name	Editor Name	Value	Weight
0010CF6B	Ebony Armor of Major Alteration	EnchArmorEbonyCuirassAlteration03	1500	38
0010CF6E	Ebony Armor of Major Conjuring	EnchArmorEbonyCuirassConjuration03	1500	38
0010CF71	Ebony Armor of Major Destruction	EnchArmorEbonyCuirassDestruction03	1500	38
000CF837	Ebony Armor of Major Health	EnchArmorEbonyCuirassHealth03	1500	38
0010CF73	Ebony Armor of Major Illusion	EnchArmorEbonyCuirassIllusion03	1500	38
0010CF75	Ebony Armor of Major Restoration	EnchArmorEbonyCuirassRestoration03	1500	38
000FE2EA	Ebony Armor of Mending	EnchArmorEbonyCuirassHealthRate04	1500	38
000FE2EC	Ebony Armor of Recuperation	EnchArmorEbonyCuirassStaminaRate03	1500	38
000FE2EB	Ebony Armor of Regeneration	EnchArmorEbonyCuirassHealthRate05	1500	38
000FE2ED	Ebony Armor of Rejuvenation	EnchArmorEbonyCuirassStaminaRate04	1500	38
000FE2E9	Ebony Armor of Remedy	EnchArmorEbonyCuirassHealthRate03	1500	38
000CF83B	Ebony Armor of the Eminent Knight	EnchArmorEbonyCuirassHeavyArmor04	1500	38
000CF83A	Ebony Armor of the Major Knight	EnchArmorEbonyCuirassHeavyArmor03	1500	38
000CF83C	Ebony Armor of the Noble Knight	EnchArmorEbonyCuirassHeavyArmor05	1500	38
00013960	Ebony Boots	ArmorEbonyBoots	275	7
000CF825	Ebony Boots of Brawn	EnchArmorEbonyBootsCarry04	275	7
000CF828	Ebony Boots of Dwindling Flames	EnchArmorEbonyBootsResistFire03	275	7
000CF82B	Ebony Boots of Dwindling Frost	EnchArmorEbonyBootsResistFrost03	275	7
000CF82E	Ebony Boots of Dwindling Shock	EnchArmorEbonyBootsResistShock03	275	7
0010DF84	Ebony Boots of Eminent Stamina	EnchArmorEbonyBootsStamina04	275	7
0010DF85	Ebony Boots of Extreme Stamina	EnchArmorEbonyBootsStamina05	275	7
000CF82A	Ebony Boots of Fire Abatement	EnchArmorEbonyBootsResistFire05	275	7
000CF829	Ebony Boots of Fire Suppression	EnchArmorEbonyBootsResistFire04	275	7
000CF82D	Ebony Boots of Frost Abatement	EnchArmorEbonyBootsResistFrost05	275	7
000CF82C	Ebony Boots of Frost Suppression	EnchArmorEbonyBootsResistFrost04	275	7
0010DF83	Ebony Boots of Major Stamina	EnchArmorEbonyBootsStamina03	275	7
000CF827	Ebony Boots of Muffling	EnchArmorEbonyBootsMuffle	275	7
000CF830	Ebony Boots of Shock Abatement	EnchArmorEbonyBootsResistShock05	275	7
000CF82F	Ebony Boots of Shock Suppression	EnchArmorEbonyBootsResistShock04	275	7
000CF824	Ebony Boots of Strength	EnchArmorEbonyBootsCarry03	275	7
000CF826	Ebony Boots of the Ox	EnchArmorEbonyBootsCarry05	275	7
00013962	Ebony Gauntlets	ArmorEbonyGauntlets	275	7
000CF84E	Ebony Gauntlets of Eminent Alchemy	EnchArmorEbonyGauntletsAlchemy04	275	7
000CF863	Ebony Gauntlets of Eminent Archery	EnchArmorEbonyGauntletsMarksman04	275	7
000CF86C	Ebony Gauntlets of Eminent Smithing	EnchArmorEbonyGauntletsSmithing04	275	7
000CF86F	Ebony Gauntlets of Eminent Sure Grip	EnchArmorEbonyGauntletsTwoHanded04	275	7
000CF866	Ebony Gauntlets of Eminent Wielding	EnchArmorEbonyGauntletsOneHanded04	275	7
000CF84F	Ebony Gauntlets of Extreme Alchemy	EnchArmorEbonyGauntletsAlchemy05	275	7
000CF864	Ebony Gauntlets of Extreme Archery	EnchArmorEbonyGauntletsMarksman05	275	7
000CF86D	Ebony Gauntlets of Extreme Smithing	EnchArmorEbonyGauntletsSmithing05	275	7
000CF870	Ebony Gauntlets of Extreme Sure Grip	EnchArmorEbonyGauntletsTwoHanded05	275	7
000CF867	Ebony Gauntlets of Extreme Wielding	EnchArmorEbonyGauntletsOneHanded05	275	7
000CF84D	Ebony Gauntlets of Major Alchemy	EnchArmorEbonyGauntletsAlchemy03	275	7
000CF862	Ebony Gauntlets of Major Archery	EnchArmorEbonyGauntletsMarksman03	275	7
000CF86B	Ebony Gauntlets of Major Smithing	EnchArmorEbonyGauntletsSmithing03	275	7
000CF86E	Ebony Gauntlets of Major Sure Grip	EnchArmorEbonyGauntletsTwoHanded03	275	7
000CF865	Ebony Gauntlets of Major Wielding	EnchArmorEbonyGauntletsOneHanded03	275	7
00013963	Ebony Helmet	ArmorEbonyHelmet	750	10
000CF872	Ebony Helmet of Eminent Alchemy	EnchArmorEbonyHelmetAlchemy04	750	10
000CF875	Ebony Helmet of Eminent Alteration	EnchArmorEbonyHelmetAlteration04	750	10
000CF887	Ebony Helmet of Eminent Archery	EnchArmorEbonyHelmetMarksman04	750	10
000CF878	Ebony Helmet of Eminent Conjuring	EnchArmorEbonyHelmetConjuration04	750	10
000CF87B	Ebony Helmet of Eminent Destruction	EnchArmorEbonyHelmetDestruction04	750	10
000CF881	Ebony Helmet of Eminent Illusion	EnchArmorEbonyHelmetIllusion04	750	10
000CF884	Ebony Helmet of Eminent Magicka	EnchArmorEbonyHelmetMagicka04	750	10
000CF88A	Ebony Helmet of Eminent Restoration	EnchArmorEbonyHelmetRestoration04	750	10
000CF873	Ebony Helmet of Extreme Alchemy	EnchArmorEbonyHelmetAlchemy05	750	10
000CF876	Ebony Helmet of Extreme Alteration	EnchArmorEbonyHelmetAlteration05	750	10
000CF888	Ebony Helmet of Extreme Archery	EnchArmorEbonyHelmetMarksman05	750	10
000CF879	Ebony Helmet of Extreme Conjuring	EnchArmorEbonyHelmetConjuration05	750	10
000CF87C	Ebony Helmet of Extreme Destruction	EnchArmorEbonyHelmetDestruction05	750	10
000CF882	Ebony Helmet of Extreme Illusion	EnchArmorEbonyHelmetIllusion05	750	10
000CF885	Ebony Helmet of Extreme Magicka	EnchArmorEbonyHelmetMagicka05	750	10
000CF88B	Ebony Helmet of Extreme Restoration	EnchArmorEbonyHelmetRestoration05	750	10
000CF871	Ebony Helmet of Major Alchemy	EnchArmorEbonyHelmetAlchemy03	750	10
000CF874	Ebony Helmet of Major Alteration	EnchArmorEbonyHelmetAlteration03	750	10
000CF886	Ebony Helmet of Major Archery	EnchArmorEbonyHelmetMarksman03	750	10
000CF877	Ebony Helmet of Major Conjuring	EnchArmorEbonyHelmetConjuration03	750	10
000CF87A	Ebony Helmet of Major Destruction	EnchArmorEbonyHelmetDestruction03	750	10
000CF880	Ebony Helmet of Major Illusion	EnchArmorEbonyHelmetIllusion03	750	10
000CF883	Ebony Helmet of Major Magicka	EnchArmorEbonyHelmetMagicka03	750	10
000CF889	Ebony Helmet of Major Restoration	EnchArmorEbonyHelmetRestoration03	750	10
000FE2EF	Ebony Helmet of Recharging	EnchArmorEbonyHelmetMagickaRate03	750	10
000FE2F0	Ebony Helmet of Replenishing	EnchArmorEbonyHelmetMagickaRate04	750	10
000FE2F1	Ebony Helmet of Resurgence	EnchArmorEbonyHelmetMagickaRate05	750	10
000CF88C	Ebony Helmet of Waterbreathing	EnchArmorEbonyHelmetWaterbreathing	750	10
00052794	Ebony Mail	DA02Armor	5000	28
00013964	Ebony Shield	ArmorEbonyShield	750	14
000CF890	Ebony Shield of Dwindling Fire	EnchArmorEbonyShieldResistFire03	750	14
000CF893	Ebony Shield of Dwindling Frost	EnchArmorEbonyShieldResistFrost03	750	14
0010DFAD	Ebony Shield of Dwindling Magic	EnchArmorEbonyShieldResistMagic03	750	14
000CF896	Ebony Shield of Dwindling Shock	EnchArmorEbonyShieldResistShock03	750	14
000CF88E	Ebony Shield of Eminent Blocking	EnchArmorEbonyShieldBlock04	750	14
000CF88F	Ebony Shield of Extreme Blocking	EnchArmorEbonyShieldBlock05	750	14
000CF892	Ebony Shield of Fire Abatement	EnchArmorEbonyShieldResistFire05	750	14
000CF891	Ebony Shield of Fire Suppression	EnchArmorEbonyShieldResistFire04	750	14
000CF895	Ebony Shield of Frost Abatement	EnchArmorEbonyShieldResistFrost05	750	14
000CF894	Ebony Shield of Frost Suppression	EnchArmorEbonyShieldResistFrost04	750	14
0010DFAF	Ebony Shield of Magic Abatement	EnchArmorEbonyShieldResistMagic05	750	14
0010DFAE	Ebony Shield of Magic Suppression	EnchArmorEbonyShieldResistMagic04	750	14
000CF88D	Ebony Shield of Major Blocking	EnchArmorEbonyShieldBlock03	750	14
000CF898	Ebony Shield of Shock Abatement	EnchArmorEbonyShieldResistShock05	750	14
000CF897	Ebony Shield of Shock Suppression	EnchArmorEbonyShieldResistShock04	750	14
000896A3	Elven Armor	ArmorElvenCuirass	225	4
0010CF7A	Elven Armor of Alteration	EnchArmorElvenCuirassAlteration02	225	4
0010CF7D	Elven Armor of Conjuring	EnchArmorElvenCuirassConjuration02	225	4
0010CF80	Elven Armor of Destruction	EnchArmorElvenCuirassDestruction02	225	4
0010CF7C	Elven Armor of Eminent Alteration	EnchArmorElvenCuirassAlteration04	225	4
0010CF7F	Elven Armor of Eminent Conjuring	EnchArmorElvenCuirassConjuration04	225	4
0010CF82	Elven Armor of Eminent Destruction	EnchArmorElvenCuirassDestruction04	225	4
000BE03D	Elven Armor of Eminent Health	EnchArmorElvenCuirassHealth04	225	4
0010CF85	Elven Armor of Eminent Illusion	EnchArmorElvenCuirassIllusion04	225	4
0010CF88	Elven Armor of Eminent Restoration	EnchArmorElvenCuirassRestoration04	225	4
000BDFC4	Elven Armor of Health	EnchArmorElvenCuirassHealth02	225	4
0010CF83	Elven Armor of Illusion	EnchArmorElvenCuirassIllusion02	225	4
0010CF7B	Elven Armor of Major Alteration	EnchArmorElvenCuirassAlteration03	225	4
0010CF7E	Elven Armor of Major Conjuring	EnchArmorElvenCuirassConjuration03	225	4
0010CF81	Elven Armor of Major Destruction	EnchArmorElvenCuirassDestruction03	225	4
000BDFC5	Elven Armor of Major Health	EnchArmorElvenCuirassHealth03	225	4
0010CF84	Elven Armor of Major Illusion	EnchArmorElvenCuirassIllusion03	225	4
0010CF87	Elven Armor of Major Restoration	EnchArmorElvenCuirassRestoration03	225	4
0010CF86	Elven Armor of Restoration	EnchArmorElvenCuirassRestoration02	225	4
000BE03E	Elven Armor of the Eminent Squire	EnchArmorElvenCuirassLightArmor04	225	4
000BDFC7	Elven Armor of the Major Squire	EnchArmorElvenCuirassLightArmor03	225	4
000BDFC6	Elven Armor of the Squire	EnchArmorElvenCuirassLightArmor02	225	4
0001391A	Elven Boots	ArmorElvenBoots	45	1
000BDFBB	Elven Boots of Brawn	EnchArmorElvenBootsCarry04	45	1
000BDFBD	Elven Boots of Dwindling Flames	EnchArmorElvenBootsResistFire03	45	1
000BDFBF	Elven Boots of Dwindling Frost	EnchArmorElvenBootsResistFrost03	45	1
000BDFC1	Elven Boots of Dwindling Shock	EnchArmorElvenBootsResistShock03	45	1
000BE03C	Elven Boots of Eminent Sneaking	EnchArmorElvenBootsSneak04	45	1
0010DF88	Elven Boots of Eminent Stamina	EnchArmorElvenBootsStamina04	45	4
000BDFF8	Elven Boots of Flame Suppression	EnchArmorElvenBootsResistFire04	45	1
000BE03A	Elven Boots of Frost Suppression	EnchArmorElvenBootsResistFrost04	45	1
000BDFB9	Elven Boots of Hauling	EnchArmorElvenBootsCarry02	45	1
000BDFC3	Elven Boots of Major Sneaking	EnchArmorElvenBootsSneak03	45	1
0010DF87	Elven Boots of Major Stamina	EnchArmorElvenBootsStamina03	45	1
000BE03B	Elven Boots of Shock Suppression	EnchArmorElvenBootsResistShock04	45	1
000BDFC2	Elven Boots of Sneaking	EnchArmorElvenBootsSneak02	45	1
0010DF86	Elven Boots of Stamina	EnchArmorElvenBootsStamina02	45	1
000BDFBA	Elven Boots of Strength	EnchArmorElvenBootsCarry03	45	1
000BDFBC	Elven Boots of Waning Fire	EnchArmorElvenBootsResistFire02	45	1
000BDFBE	Elven Boots of Waning Frost	EnchArmorElvenBootsResistFrost02	45	1
000BDFC0	Elven Boots of Waning Shock	EnchArmorElvenBootsResistShock02	45	1
0008B676	Elven Bracers of Alchemy	EnchArmorElvenGauntletsAlchemy02	45	1
000BDFDC	Elven Bracers of Archery	EnchArmorElvenGauntletsMarksman02	45	1
000BDFE0	Elven Bracers of Deft Hands	EnchArmorElvenGauntletsPickpocket02	45	1
0008B678	Elven Bracers of Eminent Alchemy	EnchArmorElvenGauntletsAlchemy04	45	1
000BE049	Elven Bracers of Eminent Archery	EnchArmorElvenGauntletsMarksman04	45	1
000BE04B	Elven Bracers of Eminent Deft Hands	EnchArmorElvenGauntletsPickpocket04	45	1
000BE048	Elven Bracers of Eminent Lockpicking	EnchArmorElvenGauntletsLockpicking04	45	1
000BE04D	Elven Bracers of Eminent Smithing	EnchArmorElvenGauntletsSmithing04	45	1
000BE04E	Elven Bracers of Eminent Sure Grip	EnchArmorElvenGauntletsTwoHanded04	45	1
000BE04A	Elven Bracers of Eminent Wielding	EnchArmorElvenGauntletsOneHanded04	45	1
000BDFDA	Elven Bracers of Lockpicking	EnchArmorElvenGauntletsLockpicking02	45	1
0008B677	Elven Bracers of Major Alchemy	EnchArmorElvenGauntletsAlchemy03	45	1
000BDFDD	Elven Bracers of Major Archery	EnchArmorElvenGauntletsMarksman03	45	1
000BDFE1	Elven Bracers of Major Deft Hands	EnchArmorElvenGauntletsPickpocket03	45	1
000BDFDB	Elven Bracers of Major Lockpicking	EnchArmorElvenGauntletsLockpicking03	45	1
000BDFE5	Elven Bracers of Major Smithing	EnchArmorElvenGauntletsSmithing03	45	1
000BDFE7	Elven Bracers of Major Sure Grip	EnchArmorElvenGauntletsTwoHanded03	45	1
000BDFDF	Elven Bracers of Major Wielding	EnchArmorElvenGauntletsOneHanded03	45	1
000BDFE4	Elven Bracers of Smithing	EnchArmorElvenGauntletsSmithing02	45	1
000BDFE6	Elven Bracers of Sure Grip	EnchArmorElvenGauntletsTwoHanded02	45	1
000BDFDE	Elven Bracers of Wielding	EnchArmorElvenGauntletsOneHanded02	45	1
0001391C	Elven Gauntlets	ArmorElvenGauntlets	45	1
0001392A	Elven Gilded Armor	ArmorElvenGildedCuirass	550	4
0010CF8A	Elven Gilded Armor of Eminent Alteration	EnchArmorElvenGildedCuirassAlteration04	550	4
0010CF8C	Elven Gilded Armor of Eminent Conjuring	EnchArmorElvenGildedCuirassConjuration04	550	4
0010CF8E	Elven Gilded Armor of Eminent Destruction	EnchArmorElvenGildedCuirassDestruction04	550	4
000CE1AE	Elven Gilded Armor of Eminent Health	EnchArmorElvenGildedCuirassHealth04	550	4
0010CF90	Elven Gilded Armor of Eminent Illusion	EnchArmorElvenGildedCuirassIllusion04	550	4
0010CF92	Elven Gilded Armor of Eminent Restoration	EnchArmorElvenGildedCuirassRestoration04	550	4
0010CF93	Elven Gilded Armor of Extreme Alteration	EnchArmorElvenGildedCuirassAlteration05	550	4
0010CF94	Elven Gilded Armor of Extreme Conjuring	EnchArmorElvenGildedCuirassConjuration05	550	4
0010CF95	Elven Gilded Armor of Extreme Destruction	EnchArmorElvenGildedCuirassDestruction05	550	4
000CE1AF	Elven Gilded Armor of Extreme Health	EnchArmorElvenGildedCuirassHealth05	550	4
0010CF96	Elven Gilded Armor of Extreme Illusion	EnchArmorElvenGildedCuirassIllusion05	550	4
0010CF97	Elven Gilded Armor of Extreme Restoration	EnchArmorElvenGildedCuirassRestoration05	550	4
000FDA1F	Elven Gilded Armor of Invigoration	EnchArmorElvenGildedCuirassStaminaRate05	550	4
0010CF89	Elven Gilded Armor of Major Alteration	EnchArmorElvenGildedCuirassAlteration03	550	4
0010CF8B	Elven Gilded Armor of Major Conjuring	EnchArmorElvenGildedCuirassConjuration03	550	4
0010CF8D	Elven Gilded Armor of Major Destruction	EnchArmorElvenGildedCuirassDestruction03	550	4
000CE1AD	Elven Gilded Armor of Major Health	EnchArmorElvenGildedCuirassHealth03	550	4
0010CF8F	Elven Gilded Armor of Major Illusion	EnchArmorElvenGildedCuirassIllusion03	550	4
0010CF91	Elven Gilded Armor of Major Restoration	EnchArmorElvenGildedCuirassRestoration03	550	4
000FDA1B	Elven Gilded Armor of Mending	EnchArmorElvenGildedCuirassHealRate04	550	4
000FDA1D	Elven Gilded Armor of Recuperation	EnchArmorElvenGildedCuirassStaminaRate03	550	4
000FDA1C	Elven Gilded Armor of Regeneration	EnchArmorElvenGildedCuirassHealRate05	550	4
000FDA1E	Elven Gilded Armor of Rejuvenation	EnchArmorElvenGildedCuirassStaminaRate04	550	4
000FDA1A	Elven Gilded Armor of Remedy	EnchArmorElvenGildedCuirassHealRate03	550	4
000CE1B1	Elven Gilded Armor of the Eminent Knight	EnchArmorElvenGildedCuirassLightArmor04	550	4
000CE1B0	Elven Gilded Armor of the Major Squire	EnchArmorElvenGildedCuirassLightArmor03	550	4
000CE1B2	Elven Gilded Armor of the Noble Knight	EnchArmorElvenGildedCuirassLightArmor05	550	4
0001391D	Elven Helmet	ArmorElvenHelmet	110	1
0008B664	Elven Helmet of Alchemy	EnchArmorElvenHelmetAlchemy02	110	1
000BDFE8	Elven Helmet of Alteration	EnchArmorElvenHelmetAlteration02	110	1
000BDFF4	Elven Helmet of Archery	EnchArmorElvenHelmetMarksman02	110	1
000BDFEA	Elven Helmet of Conjuring	EnchArmorElvenHelmetConjuration02	110	1
000BDFEC	Elven Helmet of Destruction	EnchArmorElvenHelmetDestruction02	110	1
0008B666	Elven Helmet of Eminent Alchemy	EnchArmorElvenHelmetAlchemy04	110	1
000BE04F	Elven Helmet of Eminent Alteration	EnchArmorElvenHelmetAlteration04	110	1
000BE055	Elven Helmet of Eminent Archery	EnchArmorElvenHelmetMarksman04	110	1
000BE050	Elven Helmet of Eminent Conjuring	EnchArmorElvenHelmetConjuration04	110	1
000BE051	Elven Helmet of Eminent Destruction	EnchArmorElvenHelmetDestruction04	110	1
000BE053	Elven Helmet of Eminent Illusion	EnchArmorElvenHelmetIllusion04	110	1
000BE054	Elven Helmet of Eminent Magicka	EnchArmorElvenHelmetMagicka04	110	1
000BE056	Elven Helmet of Eminent Restoration	EnchArmorElvenHelmetRestoration04	110	1
000BDFF0	Elven Helmet of Illusion	EnchArmorElvenHelmetIllusion02	110	1
000BDFF2	Elven Helmet of Magicka	EnchArmorElvenHelmetMagicka02	110	1
0008B665	Elven Helmet of Major Alchemy	EnchArmorElvenHelmetAlchemy03	110	1
000BDFE9	Elven Helmet of Major Alteration	EnchArmorElvenHelmetAlteration03	110	1
000BDFF5	Elven Helmet of Major Archery	EnchArmorElvenHelmetMarksman03	110	1
000BDFEB	Elven Helmet of Major Conjuring	EnchArmorElvenHelmetConjuration03	110	1
000BDFED	Elven Helmet of Major Destruction	EnchArmorElvenHelmetDestruction03	110	1
000BDFF1	Elven Helmet of Major Illusion	EnchArmorElvenHelmetIllusion03	110	1
000BDFF3	Elven Helmet of Major Magicka	EnchArmorElvenHelmetMagicka03	110	1
000BDFF7	Elven Helmet of Major Restoration	EnchArmorElvenHelmetRestoration03	110	1
000BDFF6	Elven Helmet of Restoration	EnchArmorElvenHelmetRestoration02	110	1
00105F12	Elven Light Armor	ArmorElvenLightCuirass	125	4
00105F11	Elven Light Boots	ArmorElvenLightBoots	25	1
00105F13	Elven Light Gauntlets	ArmorElvenLightGauntlets	25	1
00105F14	Elven Light Helmet	ArmorElvenLightHelmet	60	1
0001391E	Elven Shield	ArmorElvenShield	115	4
0010FC26	Elven Shield of Blocking	EnchArmorElvenShieldBlock02	115	4
00084B78	Elven Shield of Dwindling Fire	EnchArmorElvenShieldResistFire03	115	4
00084B79	Elven Shield of Dwindling Frost	EnchArmorElvenShieldResistFrost03	115	4
0010DFB1	Elven Shield of Dwindling Magic	EnchArmorElvenShieldResistMagic03	115	4
00084B7A	Elven Shield of Dwindling Shock	EnchArmorElvenShieldResistShock03	115	4
0010FC28	Elven Shield of Eminent Blocking	EnchArmorElvenShieldBlock04	115	4
00084B80	Elven Shield of Flame Suppression	EnchArmorElvenShieldResistFire04	115	4
00084B81	Elven Shield of Frost Suppression	EnchArmorElvenShieldResistFrost04	115	4
0010DFB2	Elven Shield of Magic Suppression	EnchArmorElvenShieldResistMagic04	115	4
0010FC27	Elven Shield of Major Blocking	EnchArmorElvenShieldBlock03	115	4
00084B82	Elven Shield of Shock Suppression	EnchArmorElvenShieldResistShock04	115	4
00084B68	Elven Shield of Waning Fire	EnchArmorElvenShieldResistFire02	115	4
00084B69	Elven Shield of Waning Frost	EnchArmorElvenShieldResistFrost02	115	4
0010DFB0	Elven Shield of Waning Magic	EnchArmorElvenShieldResistMagic02	115	4
00084B6A	Elven Shield of Waning Shock	EnchArmorElvenShieldResistShock02	115	4
000E84C4	Embellished Robes	ClothesJarl_var1	100	3
000EAD49	Embroidered Garment	ClothesJarl03_var1	100	1
00015516	Emperor's Robes	ClothesEmperor	100	1
0002584C	Enchanted Ring	MG02Ring01	5	0.25
0005A9DF	Execution Hood	ExecutionHood	5	0.5
0005A9E3	Execution Hood	ExecutionHoodDB	5	0.5
000CF8B2	Executioner's Hood	ClothesExecutionerHood	25	1
000CF8B3	Executioner's Robes	ClothesExecutionerRobes	100	1
0010D662	Expert Robes	TemplateClothesRobesMageExpert	5	1
0010D67F	Expert Robes	EnchClothesRobesMageRegen04	1112	1
0010D66E	Expert Robes of Alteration	EnchClothesRobesMageAlteration04	1612	1
0010D674	Expert Robes of Conjuration	EnchClothesRobesMageConjuration04	1612	1
0010D677	Expert Robes of Destruction	EnchClothesRobesMageDestruction04	1612	1
0010D67B	Expert Robes of Illusion	EnchClothesRobesMageIllusion04	1612	1
0010D683	Expert Robes of Restoration	EnchClothesRobesMageRestoration04	1612	1
0002151E	Falkreath Guard's Armor	ArmorGuardCuirassFalkreath	75	6
00021619	Falkreath Guard's Helmet	ArmorGuardHelmetFullFalkreath	35	2
000214ED	Falkreath Guard's Shield	ArmorGuardShieldFalkreath	40	3
000B83CB	Falmer Armor	ArmorFalmerCuirass	275	20
000B83CD	Falmer Boots	ArmorFalmerBoots	55	4
000B83CF	Falmer Gauntlets	ArmorFalmerGauntlets	55	4
0200E8DE	Falmer Hardened Armor	DLC1ArmorFalmerHardenedCuirass	250	40
0200E8DD	Falmer Hardened Boots	DLC1ArmorFalmerHardenedBoots	50	8
0200E8DF	Falmer Hardened Gauntlets	DLC1ArmorFalmerHardenedGauntlets	60	7
0200E8E0	Falmer Hardened Helm	DLC1ArmorFAlmerHardenedHelmet	150	10
020023E9	Falmer Heavy Armor	DLC1ArmorFalmerHeavyCuirass	1200	35
020023EF	Falmer Heavy Boots	DLC1ArmorFalmerHeavyBoots	225	6
020023ED	Falmer Heavy Gauntlets	DLC1ArmorFalmerHeavyGauntlets	225	6
020023EB	Falmer Heavy Helm	DLC1ArmorFAlmerHeavyHelmet	600	8
0004C3CB	Falmer Helmet	ArmorFAlmerHelmet	25	5
0005C06C	Falmer Shield	ArmorFalmerShield	10	15
0003521F	Family Shield	SU02IronShield	12	10
00086990	Fine Armguards	ClothesJarlGloves02	25	0.5
00086993	Fine Boots	ClothesFineBoots01	20	1
000CEE82	Fine Boots	ClothesFineBoots02	25	1
040376DE	Fine Boots	DLC2ClothesFineBoots02	25	1
000CEE80	Fine Clothes	ClothesFineClothes02	35	1
00086991	Fine Clothes	ClothesFineClothes01	40	1
000F8713	Fine Clothes	ClothesFineClothes01Variant	45	1
000F8715	Fine Clothes	ClothesFineClothes02Variant	50	1
040376DF	Fine Clothes	DLC2ClothesFineClothes02	35	1
000CEE84	Fine Hat	ClothesFineHat02	25	0.5
000CEE76	Fine Raiment	ClothesJarl03	100	1
000C0164	Fjola's Wedding Band	dunMistwatchRing	150	0.25
000D3BDB	Fjola's Wedding Band	dunMistwatchRingSell	150	0.25
0007D678	Fjotli's Silver Locket	TGTQ04Locket	30	0.5
0003CA00	Footwraps	ClothesPrisonerShoes	1	1
0200E9EA	Footwraps	ClothesPrisonerBloodyShoes	1	1
000D8D50	Forsworn Armor	ForswornCuirass	100	6
000D8D4E	Forsworn Boots	ForswornBoots	20	2
000D8D55	Forsworn Gauntlets	ForswornGauntlets	20	2
000D8D52	Forsworn Headdress	ForswornHelmet	50	2
0006F393	Fur Armor	ArmorBanditCuirass	50	6
0010594B	Fur Armor	ArmorBanditCuirass1	50	6
0010594D	Fur Armor	ArmorBanditCuirass2	50	6
0010594F	Fur Armor	ArmorBanditCuirass3	50	6
000A6D7F	Fur Boots	ArmorStormcloakBoots	5	2
0006F39B	Fur Bracers	ArmorBanditGauntlets	10	1
000A6D7D	Fur Gauntlets	ArmorStormcloakGauntlets	5	2
0006F39E	Fur Helmet	ArmorBanditHelmet	23	1
0006F398	Fur Shoes	ArmorBanditBoots	4	2
0005DB7E	Fur-lined Boots	ClothesJarlShoes	25	1
0008698C	Fur-Trimmed Cloak	ClothesJarl02	100	1
0002D74F	Gauldur Amulet Fragment	dunGauldurAmuletFragmentFolgunthur	500	0.5
0002D753	Gauldur Amulet Fragment	dunGauldurAmuletFragmentGeirmund	500	0.5
0002D75A	Gauldur Amulet Fragment	dunGauldurAmuletFragmentSaarthal	500	0.5
000EAFD2	Gauntlets of the Old Gods	MS02ForswornGauntlets	25	0.5
040376F1	General Carius' Armor	DLC2GeneralCariusArmor	65	18
0005CBFE	General Tullius' Armor	GeneralTulliusArmor	65	18
000E84C1	Gilded Wristguards	ClothesJarlGloves	21	0.5
00013939	Glass Armor	ArmorGlassCuirass	900	7
0010CF99	Glass Armor of Eminent Alteration	EnchArmorGlassCuirassAlteration04	900	7
0010CF9C	Glass Armor of Eminent Conjuring	EnchArmorGlassCuirassConjuration04	900	7
0010CF9F	Glass Armor of Eminent Destruction	EnchArmorGlassVsDestruction04	900	7
000D5382	Glass Armor of Eminent Health	EnchArmorGlassCuirassHealth04	900	7
0010CFA3	Glass Armor of Eminent Illusion	EnchArmorGlassCuirassIllusion04	900	7
0010CFA6	Glass Armor of Eminent Restoration	EnchArmorGlassCuirassRestoration04	900	7
0010CF9A	Glass Armor of Extreme Alteration	EnchArmorGlassCuirassAlteration05	900	7
0010CF9D	Glass Armor of Extreme Conjuring	EnchArmorGlassCuirassConjuration05	900	7
0010CFA1	Glass Armor of Extreme Destruction	EnchArmorGlassCuirassDestruction05	900	7
000D5383	Glass Armor of Extreme Health	EnchArmorGlassCuirassHealth05	900	7
0010CFA4	Glass Armor of Extreme Illusion	EnchArmorGlassCuirassIllusion05	900	7
0010CFA7	Glass Armor of Extreme Restoration	EnchArmorGlassCuirassRestoration05	900	7
000FE2DE	Glass Armor of Invigoration	EnchArmorGlassCuirassStaminaRate05	900	7
0010CF98	Glass Armor of Major Alteration	EnchArmorGlassCuirassAlteration03	900	7
0010CF9B	Glass Armor of Major Conjuring	EnchArmorGlassCuirassConjuration03	900	7
0010CF9E	Glass Armor of Major Destruction	EnchArmorGlassCuirassDestruction03	900	7
000D5381	Glass Armor of Major Health	EnchArmorGlassCuirassHealth03	900	7
0010CFA2	Glass Armor of Major Illusion	EnchArmorGlassCuirassIllusion03	900	7
0010CFA5	Glass Armor of Major Restoration	EnchArmorGlassCuirassRestoration03	900	7
000FE2D8	Glass Armor of Mending	EnchArmorGlassCuirassHealRate04	900	7
000FE2DC	Glass Armor of Recuperation	EnchArmorGlassCuirassStaminaRate03	900	7
000FE2D9	Glass Armor of Regeneration	EnchArmorGlassCuirassHealRate05	900	7
000FE2DD	Glass Armor of Rejuvenation	EnchArmorGlassCuirassStaminaRate04	900	7
000FE2D7	Glass Armor of Remedy	EnchArmorGlassCuirassHealRate03	900	7
000FE2DF	Glass Armor of Resurgence	EnchArmorGlassHelmetMagickaRate05	450	2
000D5385	Glass Armor of the Eminent Knight	EnchArmorGlassCuirassLightArmor04	900	7
000D5384	Glass Armor of the Major Squire	EnchArmorGlassCuirassLightArmor03	900	7
000D5386	Glass Armor of the Noble Knight	EnchArmorGlassCuirassLightArmor05	900	7
